id_local,id_osm,code_com_d,ame_d,sens_d,local_d,statut_d,code_com_g,ame_g,sens_g,statut_g,date_maj
id_loc932930874,way/932930874,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2024-05-30
id_loc932930877,way/932930877,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-05-14
id_loc932951685,way/932951685,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-08-09
id_loc932951680,way/932951680,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-20
id_loc932951681,way/932951681,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-20
id_loc932951683,way/932951683,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-08-09
id_loc932951682,way/932951682,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-20
id_loc932951679,way/932951679,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-08-09
id_loc932951684,way/932951684,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-07-31
id_loc377019197,way/377019197,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-08-09
id_loc250699210,way/250699210,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-07-31
id_loc391158011,way/391158011,34057,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-10-03
id_loc744432050,way/744432050,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2021-04-14
id_loc1193751962,way/1193751962,34057,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-08-01
id_loc930770534,way/930770534,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-11-12
id_loc679400540,way/679400540,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2024-10-03
id_loc831674172,way/831674172,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2020-07-29
id_loc250715213,way/250715213,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-08-21
id_loc679400772,way/679400772,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2024-10-03
id_loc1127589697,way/1127589697,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-01-22
id_loc104300810,way/104300810,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,UNIDIRECTIONNEL,EN SERVICE,2023-12-26
id_loc101238614,way/101238614,34057,AUCUN,,,EN SERVICE,34057,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2023-12-26
id_loc1234377410,way/1234377410,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-12-26
id_loc405339963,way/405339963,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-14
id_loc930770530,way/930770530,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-14
id_loc388217495,way/388217495,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-11-12
id_loc388217502,way/388217502,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-14
id_loc388217513,way/388217513,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2021-04-14
id_loc388217501,way/388217501,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-11-12
id_loc368899012,way/368899012,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-11-12
id_loc930770533,way/930770533,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-11-12
id_loc906535751,way/906535751,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-14
id_loc888741755,way/888741755,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-12-26
id_loc4299713,way/4299713,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2021-10-29
id_loc150900128,way/150900128,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2024-03-06
id_loc22917876,way/22917876,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-03-06
id_loc22917875,way/22917875,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-03-06
id_loc802568273,way/802568273,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-11-12
id_loc795803704,way/795803704,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2022-11-30
id_loc561893546,way/561893546,34057,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-01-19
id_loc561893545,way/561893545,34057,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-01-19
id_loc723152517,way/723152517,34057,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-01-19
id_loc885816007,way/885816007,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-11-12
id_loc1085031415,way/1085031415,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2022-08-09
id_loc723152516,way/723152516,34057,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-01-19
id_loc117100476,way/117100476,34057,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-01-19
id_loc561893547,way/561893547,34057,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-01-19
id_loc1033443372,way/1033443372,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-05-09
id_loc818126198,way/818126198,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2022-02-20
id_loc802563996,way/802563996,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2022-08-14
id_loc1220022601,way/1220022601,34057,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-05-09
id_loc668035513,way/668035513,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-10-28
id_loc639403680,way/639403680,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-10-28
id_loc639403681,way/639403681,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2018-10-30
id_loc57744146,way/57744146,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-05-09
id_loc188901584,way/188901584,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2018-10-30
id_loc888741756,way/888741756,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-07-13
id_loc801660547,way/801660547,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-06-04
id_loc907825189,way/907825189,34057,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-05-09
id_loc77454738,way/77454738,34057,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-05-09
id_loc10622746,way/10622746,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-10-28
id_loc532679131,way/532679131,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-10-28
id_loc28067161,way/28067161,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2014-12-29
id_loc121255069,way/121255069,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2018-01-09
id_loc387888587,way/387888587,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-10-22
id_loc105575465,way/105575465,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-12-26
id_loc77400839,way/77400839,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-07-09
id_loc39027276,way/39027276,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-10-12
id_loc39027274,way/39027274,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-10-12
id_loc39027278,way/39027278,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-10-12
id_loc39027277,way/39027277,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-10-12
id_loc22900644,way/22900644,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-10-12
id_loc128538103,way/128538103,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2022-05-29
id_loc358944013,way/358944013,34198,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2015-10-05
id_loc25891228,way/25891228,34198,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2023-07-10
id_loc372826722,way/372826722,34198,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2022-03-02
id_loc421297282,way/421297282,34198,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2022-05-03
id_loc1280812125,way/1280812125,34198,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2024-05-08
id_loc299377493,way/299377493,34198,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2021-03-26
id_loc372627148,way/372627148,34198,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2015-09-27
id_loc137058159,way/137058159,34198,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2022-07-17
id_loc372627154,way/372627154,34198,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2015-09-27
id_loc372627151,way/372627151,34198,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2015-09-27
id_loc137506757,way/137506757,34198,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2011-11-19
id_loc25891229,way/25891229,34198,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34198,AUCUN,,EN SERVICE,2011-06-09
id_loc25936471,way/25936471,34172,AUTRE,,,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2024-09-22
id_loc361812672,way/361812672,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-03-06
id_loc25762928,way/25762928,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2021-08-06
id_loc361555665,way/361555665,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-08-06
id_loc237144628,way/237144628,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-06-27
id_loc361555668,way/361555668,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-08-06
id_loc513571919,way/513571919,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-03-06
id_loc361555667,way/361555667,34172,AUCUN,,,EN SERVICE,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2021-12-28
id_loc676645895,way/676645895,34172,VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-04-12
id_loc1076093120,way/1076093120,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2022-07-05
id_loc676645892,way/676645892,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-09-29
id_loc676645909,way/676645909,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2020-03-06
id_loc676645910,way/676645910,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2019-03-13
id_loc387327479,way/387327479,34172,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2023-11-14
id_loc387327476,way/387327476,34172,AUTRE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2023-11-14
id_loc131057369,way/131057369,34172,VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-09-29
id_loc676645916,way/676645916,34172,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-09-29
id_loc25871952,way/25871952,34129,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2023-07-10
id_loc137058167,way/137058167,34129,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2022-05-03
id_loc161031956,way/161031956,34129,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2018-01-19
id_loc372336838,way/372336838,34129,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2021-03-28
id_loc512108247,way/512108247,34129,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2021-07-16
id_loc372336846,way/372336846,34129,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2021-03-28
id_loc372336845,way/372336845,34129,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2018-01-19
id_loc137055573,way/137055573,34129,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2024-07-28
id_loc421297271,way/421297271,34129,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2024-09-12
id_loc922222863,way/922222863,34129,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2021-03-25
id_loc459160568,way/459160568,34129,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2024-05-03
id_loc121205450,way/121205450,34129,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUTRE,UNIDIRECTIONNEL,EN SERVICE,2024-10-16
id_loc421297283,way/421297283,34129,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34129,AUCUN,,EN SERVICE,2022-05-03
id_loc361199817,way/361199817,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-02-25
id_loc376991811,way/376991811,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-20
id_loc31450628,way/31450628,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-06-01
id_loc376991817,way/376991817,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-20
id_loc376991815,way/376991815,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2023-07-20
id_loc376991824,way/376991824,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-09-22
id_loc932951678,way/932951678,34172,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-04-20
id_loc362994826,way/362994826,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-08-09
id_loc779973715,way/779973715,34057,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-08-09
id_loc1196600447,way/1196600447,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-08-09
id_loc1191469353,way/1191469353,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-08-09
id_loc779970984,way/779970984,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-08-09
id_loc1196600448,way/1196600448,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2023-08-09
id_loc290762943,way/290762943,34057,VOIE VERTE,BIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-05-16
id_loc25743839,way/25743839,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2021-08-06
id_loc25942609,way/25942609,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,AUCUN,,EN SERVICE,2024-06-21
id_loc26164093,way/26164093,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2024-06-21
id_loc25942625,way/25942625,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2021-08-06
id_loc25752764,way/25752764,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,CHAUSSEE,EN SERVICE,34172,BANDE CYCLABLE,UNIDIRECTIONNEL,EN SERVICE,2021-08-06
id_loc387327492,way/387327492,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2019-08-28
id_loc387327491,way/387327491,34172,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34172,AUCUN,,EN SERVICE,2019-08-28
id_loc377676051,way/377676051,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2015-10-30
id_loc377675920,way/377675920,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-20
id_loc377675969,way/377675969,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2015-10-30
id_loc57744052,way/57744052,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2015-10-30
id_loc377675936,way/377675936,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-20
id_loc377676073,way/377676073,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-20
id_loc60703701,way/60703701,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2015-10-30
id_loc60703310,way/60703310,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-04-14
id_loc377641935,way/377641935,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2015-10-30
id_loc121255070,way/121255070,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-07-23
id_loc359148063,way/359148063,34057,PISTE CYCLABLE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2024-07-23
id_loc319472897,way/319472897,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2014-12-29
id_loc319472894,way/319472894,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2021-02-16
id_loc377641927,way/377641927,34057,AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE,BIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2015-10-30
id_loc405339965,way/405339965,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-11-12
id_loc121255063,way/121255063,34057,PISTE CYCLABLE,UNIDIRECTIONNEL,TROTTOIR,EN SERVICE,34057,AUCUN,,EN SERVICE,2023-11-12
