Departure,Return,Departure station,Return station,Covered distance (m),Duration (sec.)
2024-09-01 17:55:33,2024-09-01 21:29:18,vélostation Plan Cabanes,vélostation Rue Jules Ferry - Gare Saint-Roch,3661.0,12821
2024-09-01 17:54:52,2024-09-01 18:01:59,vélostation Vert Bois,vélostation fac des sciences,1564.0,423
2024-09-01 17:51:41,2024-09-01 17:52:24,vélostation Vert Bois,vélostation Vert Bois,0.0,38
2024-09-01 17:49:32,2024-09-01 18:03:54,vélostation Renouvier,vélostation Père Soulas,3101.0,857
2024-09-01 17:48:49,2024-09-01 17:50:24,vélostation Comédie,vélostation Comedie Baudin,183.0,90
2024-09-01 17:48:27,2024-09-01 18:25:44,vélostation Antigone centre,vélostation Port Marianne,4257.0,2233
2024-09-01 17:46:39,2024-09-01 19:00:30,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,6961.0,4426
2024-09-01 17:45:19,2024-09-01 19:00:49,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,7410.0,4524
2024-09-01 17:44:50,2024-09-01 18:19:06,vélostation Prés d'Arènes,vélostation Celleneuve,5627.0,2052
2024-09-01 17:42:47,2024-09-01 17:54:52,vélostation Père Soulas,vélostation Plan Cabanes,1931.0,720
2024-09-01 17:41:19,2024-09-01 21:10:14,vélostation Place Albert 1er - St Charles,vélostation Aiguelongue,4488.0,12531
2024-09-01 17:41:09,2024-09-01 18:11:59,vélostation Hôtel du Département,vélostation Saint-Guilhem,3963.0,1847
2024-09-01 17:40:59,2024-09-01 17:48:30,vélostation Renouvier,vélostation Comédie,1394.0,447
2024-09-01 17:38:41,2024-09-01 17:39:37,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,2.0,51
2024-09-01 17:35:27,2024-09-03 20:42:46,vélostation Saint-Guilhem,vélostation Saint-Guilhem,933.0,184035
2024-09-01 17:30:21,2024-09-01 17:43:54,vélostation Port Marianne,vélostation Médiathèque Emile Zola,1466.0,809
2024-09-01 17:29:49,2024-09-01 17:48:08,vélostation Foch,vélostation Occitanie,3459.0,1094
2024-09-01 17:29:07,2024-09-01 17:46:56,vélostation Port Marianne,vélostation Médiathèque Emile Zola,1490.0,1065
2024-09-01 17:28:20,2024-09-01 17:28:49,vélostation Port Marianne,vélostation Port Marianne,0.0,23
2024-09-01 17:26:50,2024-09-01 19:14:55,vélostation Observatoire,vélostation Nombre d'Or,7053.0,6481
2024-09-01 17:24:30,2024-09-01 17:37:58,vélostation Place Albert 1er - St Charles,vélostation Louis Blanc,1037.0,803
2024-09-01 17:17:43,2024-09-01 17:28:42,vélostation Rue Jules Ferry - Gare Saint-Roch,vélostation Place Albert 1er - St Charles,1833.0,653
2024-09-01 17:16:57,2024-09-01 19:21:28,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,6673.0,7467
2024-09-01 17:16:53,2024-09-01 19:21:32,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,6060.0,7474
2024-09-01 17:16:04,2024-09-03 12:25:03,vélostation Beaux-Arts,vélostation Beaux-Arts,4118.0,155333
2024-09-01 17:16:03,2024-09-01 17:39:37,vélostation fac des sciences,vélostation Renouvier,4192.0,1409
2024-09-01 17:15:09,2024-09-01 17:39:47,vélostation fac des sciences,vélostation Renouvier,4239.0,1472
2024-09-01 17:15:08,2024-09-01 19:21:49,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,5966.0,7597
2024-09-01 17:11:59,2024-09-01 18:14:51,vélostation Sabines,vélostation fac des sciences,7498.0,3767
2024-09-01 17:00:19,2024-09-01 18:52:15,vélostation Richter,vélostation Richter,8170.0,6712
2024-09-01 16:59:45,2024-09-01 18:50:58,vélostation Richter,vélostation Richter,8106.0,6669
2024-09-01 16:59:34,2024-09-01 18:51:13,vélostation Richter,vélostation Richter,8833.0,6695
2024-09-01 16:56:26,2024-09-01 17:14:35,vélostation Occitanie,vélostation Observatoire,4192.0,1086
2024-09-01 16:54:07,2024-09-01 17:28:53,vélostation Boutonnet,vélostation Boutonnet,5472.0,2083
2024-09-01 16:53:22,2024-09-02 00:04:44,vélostation Plan Cabanes,vélostation Hôtel du Département,10534.0,25879
2024-09-01 16:51:39,2024-09-01 17:17:17,vélostation Charles Flahault,vélostation Charles Flahault,3930.0,1534
2024-09-01 16:49:53,2024-09-01 21:41:16,vélostation Emile Combes,vélostation Emile Combes,6030.0,17479
2024-09-01 16:46:41,2024-09-01 16:48:26,vélostation Nouveau Saint-Roch,vélostation Nouveau Saint-Roch,0.0,101
2024-09-01 16:46:16,2024-09-01 17:24:10,vélostation Observatoire,vélostation Observatoire,198.0,2269
2024-09-01 16:42:45,2024-09-01 16:43:09,vélostation Boutonnet,vélostation Boutonnet,2.0,19
2024-09-01 16:42:14,2024-09-01 19:40:20,vélostation Port Marianne,vélostation Port Marianne,23270.0,10681
2024-09-01 16:41:42,2024-09-01 17:30:27,vélostation Vert Bois,vélostation Vert Bois,2866.0,2921
2024-09-01 16:40:57,2024-09-01 19:41:21,vélostation Port Marianne,vélostation Port Marianne,23082.0,10819
2024-09-01 16:38:42,2024-09-01 16:56:59,vélostation Sud De France,vélostation Voltaire,3965.0,1091
2024-09-01 16:38:30,2024-09-01 17:29:55,vélostation Vert Bois,vélostation Vert Bois,2799.0,3079
2024-09-01 16:37:53,2024-09-01 18:00:24,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,6448.0,4946
2024-09-01 16:37:34,2024-09-01 18:51:42,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,5970.0,8043
2024-09-01 16:37:24,2024-09-01 16:40:12,vélostation Vert Bois,vélostation Vert Bois,44.0,162
2024-09-01 16:35:42,2024-09-01 19:32:49,vélostation Comedie Baudin,vélostation Comedie Baudin,14751.0,7759
2024-09-01 16:35:05,2024-09-01 18:45:20,vélostation Comedie Baudin,vélostation Comedie Baudin,15907.0,7812
2024-09-01 16:34:10,2024-09-01 16:51:30,vélostation Hôtel du Département,vélostation Plan Cabanes,3385.0,1034
2024-09-01 16:33:58,2024-09-01 16:53:05,vélostation Hôtel de Ville,vélostation Hôtel de Ville,4318.0,1142
2024-09-01 16:28:01,2024-09-01 16:36:49,vélostation Marie Caizergues,vélostation Place Albert 1er - St Charles,504.0,523
2024-09-01 16:27:49,2024-09-01 16:34:26,vélostation Boutonnet,vélostation Louis Blanc,1298.0,392
2024-09-01 16:27:03,2024-09-01 16:27:30,vélostation Marie Caizergues,vélostation Marie Caizergues,0.0,22
2024-09-01 16:26:12,2024-09-01 16:43:41,vélostation Père Soulas,vélostation Père Soulas,3067.0,1044
2024-09-01 16:24:02,2024-09-01 22:13:17,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,29999.0,20952
2024-09-01 16:23:25,2024-09-01 22:13:19,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,29988.0,20990
2024-09-01 16:22:14,2024-09-01 18:57:48,vélostation Voltaire,vélostation Pérols Etang de l'Or,14949.0,9330
2024-09-01 16:20:07,2024-09-01 16:33:05,vélostation Beaux-Arts,vélostation Boutonnet,2111.0,773
2024-09-01 16:19:57,2024-09-01 20:42:38,vélostation Comédie,vélostation Comédie,26799.0,15757
2024-09-01 16:16:39,2024-09-01 17:16:00,vélostation Occitanie,vélostation Occitanie,8327.0,3556
2024-09-01 16:15:47,2024-09-01 17:16:04,vélostation Occitanie,vélostation Occitanie,8415.0,3611
2024-09-01 16:15:13,2024-09-01 17:16:00,vélostation Occitanie,vélostation Occitanie,8272.0,3642
2024-09-01 16:14:07,2024-09-01 19:31:58,vélostation Aiguelongue,vélostation Aiguelongue,4982.0,11867
2024-09-01 16:13:33,2024-09-01 16:14:39,vélostation Vert Bois,vélostation Vert Bois,8.0,62
2024-09-01 16:13:32,2024-09-01 19:23:17,vélostation Observatoire,vélostation Pérols Etang de l'Or,20658.0,11382
2024-09-01 16:12:28,2024-09-01 19:23:33,vélostation Observatoire,vélostation Pérols Etang de l'Or,18866.0,11462
2024-09-01 16:11:59,2024-09-01 16:21:19,vélostation Prés d'Arènes,vélostation Nouveau Saint-Roch,1380.0,556
2024-09-01 16:10:51,2024-09-01 16:11:16,vélostation Occitanie,vélostation Occitanie,0.0,20
2024-09-01 16:08:01,2024-09-01 16:08:41,vélostation Occitanie,vélostation Occitanie,0.0,35
2024-09-01 16:06:57,2024-09-01 16:18:49,vélostation Boutonnet,vélostation Renouvier,2623.0,707
2024-09-01 16:05:41,2024-09-01 16:15:38,vélostation Père Soulas,vélostation Albert 1er - Cathédrale,1911.0,592
2024-09-01 16:03:50,2024-09-01 16:24:07,vélostation Boutonnet,vélostation Comédie,2617.0,1212
2024-09-01 16:03:14,2024-09-01 17:48:58,vélostation Les Aubes,vélostation Les Aubes,6068.0,6340
2024-09-01 16:02:43,2024-09-01 16:24:55,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,3622.0,1326
2024-09-01 16:01:38,2024-09-01 16:06:42,vélostation Fac de Lettres,vélostation Boutonnet,1082.0,298
2024-09-01 15:55:10,2024-09-01 18:06:57,vélostation Port Marianne,vélostation Port Marianne,19158.0,7904
2024-09-01 15:55:08,2024-09-01 17:06:30,vélostation Richter,vélostation Richter,8008.0,4277
2024-09-01 15:51:41,2024-09-01 17:20:40,vélostation Richter,vélostation Les Arceaux,12274.0,5335
2024-09-01 15:50:47,2024-09-01 16:21:53,vélostation Vert Bois,vélostation Jardin de la Lironde,6111.0,1861
2024-09-01 15:50:25,2024-09-01 17:20:33,vélostation Richter,vélostation Les Arceaux,11461.0,5404
2024-09-01 15:48:27,2024-09-01 15:50:17,vélostation Vert Bois,vélostation Vert Bois,28.0,105
2024-09-01 15:48:10,2024-09-01 15:48:57,vélostation Richter,vélostation Richter,0.0,42
2024-09-01 15:46:57,2024-09-01 15:53:48,vélostation Comédie,vélostation Médiathèque Emile Zola,1498.0,406
2024-09-01 15:46:56,2024-09-01 21:39:31,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,6291.0,21151
2024-09-01 15:46:34,2024-09-01 15:47:53,vélostation Vert Bois,vélostation Vert Bois,0.0,74
2024-09-01 15:46:33,2024-09-01 15:48:31,vélostation Hôtel de Ville,vélostation Hôtel de Ville,8.0,114
2024-09-01 15:45:02,2024-09-01 15:45:47,vélostation Hôtel de Ville,vélostation Hôtel de Ville,6.0,41
2024-09-01 15:44:19,2024-09-01 16:30:42,vélostation Médiathèque Emile Zola,vélostation Médiathèque Emile Zola,7167.0,2778
2024-09-01 15:43:32,2024-09-01 21:39:25,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,6507.0,21348
2024-09-01 15:42:21,2024-09-01 15:46:02,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,116.0,216
2024-09-01 15:38:49,2024-09-01 15:50:04,vélostation Père Soulas,vélostation Saint-Guilhem,2227.0,670
2024-09-01 15:37:15,2024-09-01 15:51:54,vélostation Fac de Lettres,vélostation Saint-Denis,3426.0,872
2024-09-01 15:34:14,2024-09-01 17:50:29,vélostation Boutonnet,vélostation Pérols Etang de l'Or,13373.0,8172
2024-09-01 15:33:06,2024-09-01 17:50:26,vélostation Boutonnet,vélostation Pérols Etang de l'Or,15813.0,8237
2024-09-01 15:30:07,2024-09-01 15:50:33,vélostation Celleneuve,vélostation Nouveau Saint-Roch,4427.0,1222
2024-09-01 15:28:33,2024-09-01 15:28:55,vélostation Celleneuve,vélostation Celleneuve,0.0,17
2024-09-01 15:23:04,2024-09-01 15:23:33,vélostation Halles Castellane,vélostation Halles Castellane,6.0,25
2024-09-01 15:17:49,2024-09-01 16:01:07,vélostation Rondelet,vélostation Malbosc,8484.0,2594
2024-09-01 15:16:44,2024-09-01 15:17:03,vélostation Rondelet,vélostation Rondelet,0.0,15
2024-09-01 15:16:02,2024-09-01 15:16:21,vélostation Rondelet,vélostation Rondelet,0.0,14
2024-09-01 15:15:52,2024-09-01 15:20:28,vélostation Deux Ponts - Gare Saint-Roch,vélostation Halles Castellane,839.0,270
2024-09-01 15:08:01,2024-09-01 15:19:54,vélostation Hôtel de Ville,vélostation Comedie Baudin,1833.0,557
2024-09-01 15:06:57,2024-09-01 16:00:47,vélostation Corum,vélostation Providence - Ovalie,4780.0,3225
2024-09-01 14:56:53,2024-09-01 15:07:25,vélostation Les Aubes,vélostation Corum,1359.0,628
2024-09-01 14:56:19,2024-09-01 15:06:31,vélostation Les Aubes,vélostation Corum,1259.0,608
2024-09-01 14:55:50,2024-09-01 15:14:14,vélostation Hôtel de Ville,vélostation Comédie,2154.0,1094
2024-09-01 14:55:31,2024-09-01 14:55:53,vélostation Les Aubes,vélostation Les Aubes,0.0,17
2024-09-01 14:54:26,2024-09-01 14:54:48,vélostation Les Aubes,vélostation Les Aubes,0.0,17
2024-09-01 14:54:17,2024-09-01 14:55:27,vélostation Hôtel de Ville,vélostation Hôtel de Ville,14.0,66
2024-09-01 14:48:42,2024-09-01 16:03:18,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,4823.0,4472
2024-09-01 14:47:40,2024-09-01 14:48:01,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,0.0,17
2024-09-01 14:46:06,2024-09-01 15:52:27,vélostation Port Marianne,vélostation Port Marianne,9385.0,3977
2024-09-01 14:45:39,2024-09-01 16:03:16,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,4843.0,4653
2024-09-01 14:44:59,2024-09-01 16:03:00,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,5260.0,4678
2024-09-01 14:44:33,2024-09-02 06:43:23,vélostation Saint-Guilhem,vélostation Saint-Guilhem,4345.0,57523
2024-09-01 14:44:20,2024-09-01 15:52:07,vélostation Port Marianne,vélostation Port Marianne,9199.0,4062
2024-09-01 14:41:37,2024-09-01 16:02:17,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,4996.0,4835
2024-09-01 14:40:04,2024-09-01 16:13:14,vélostation Place Viala,vélostation Observatoire,2450.0,5585
2024-09-01 14:39:41,2024-09-01 14:52:54,vélostation Jardin de la Lironde,vélostation Antigone centre,2521.0,789
2024-09-01 14:39:03,2024-09-01 14:39:24,vélostation Jardin de la Lironde,vélostation Jardin de la Lironde,0.0,16
2024-09-01 14:37:35,2024-09-01 15:50:48,vélostation Port Marianne,vélostation Port Marianne,18259.0,4388
2024-09-01 14:36:51,2024-09-01 14:56:19,vélostation Occitanie,vélostation Place Albert 1er - St Charles,4453.0,1163
2024-09-01 14:36:37,2024-09-01 14:50:01,vélostation Nombre d'Or,vélostation Place Viala,3399.0,798
2024-09-01 14:35:13,2024-09-01 14:36:17,vélostation Nombre d'Or,vélostation Nombre d'Or,49.0,59
2024-09-01 14:27:20,2024-09-01 14:49:29,vélostation Renouvier,vélostation Malbosc,4815.0,1324
2024-09-01 14:26:59,2024-09-01 23:36:16,vélostation Rondelet,vélostation Rondelet,6085.0,32954
2024-09-01 14:25:51,2024-09-01 14:43:00,vélostation Marie Caizergues,vélostation Occitanie,2973.0,1022
2024-09-01 14:22:40,2024-09-01 14:48:24,vélostation Sabines,vélostation Place Albert 1er - St Charles,4114.0,1539
2024-09-01 14:22:24,2024-09-01 14:33:43,vélostation Renouvier,vélostation Prés d'Arènes,2240.0,675
2024-09-01 14:21:12,2024-09-01 14:24:45,vélostation Plan Cabanes,vélostation Observatoire,888.0,208
2024-09-01 14:16:52,2024-09-01 20:17:44,vélostation Place Albert 1er - St Charles,vélostation Rue Jules Ferry - Gare Saint-Roch,29935.0,21649
2024-09-01 14:16:07,2024-09-01 14:16:31,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,2.0,19
2024-09-01 14:13:46,2024-09-01 14:24:13,vélostation Père Soulas,vélostation Louis Blanc,1978.0,624
2024-09-01 14:12:37,2024-09-01 15:40:42,vélostation Les Aubes,vélostation Les Aubes,2338.0,5282
2024-09-01 14:11:42,2024-09-01 14:26:39,vélostation Vert Bois,vélostation Occitanie,2460.0,890
2024-09-01 14:11:30,2024-09-01 14:26:39,vélostation Vert Bois,vélostation Occitanie,2409.0,904
2024-09-01 14:09:03,2024-09-01 14:41:59,vélostation Halles Castellane,vélostation Halles Castellane,3359.0,1972
2024-09-01 14:03:17,2024-09-01 15:45:06,vélostation Port Marianne,vélostation Charles Flahault,9170.0,6105
2024-09-01 14:03:04,2024-09-01 15:36:22,vélostation Emile Combes,vélostation Rue Jules Ferry - Gare Saint-Roch,9634.0,5593
2024-09-01 14:01:21,2024-09-01 14:01:51,vélostation Emile Combes,vélostation Emile Combes,0.0,25
2024-09-01 14:00:24,2024-09-01 14:00:54,vélostation Emile Combes,vélostation Emile Combes,0.0,26
2024-09-01 14:00:16,2024-09-01 14:06:45,vélostation Boutonnet,vélostation Place Albert 1er - St Charles,1031.0,386
2024-09-01 13:59:56,2024-09-01 14:05:25,vélostation Rue Jules Ferry - Gare Saint-Roch,vélostation Saint-Guilhem,904.0,325
2024-09-01 13:54:55,2024-09-01 14:03:35,vélostation Hôtel du Département,vélostation Père Soulas,2662.0,514
2024-09-01 13:54:23,2024-09-01 14:23:57,vélostation Hôtel du Département,vélostation Louis Blanc,5068.0,1768
2024-09-01 13:54:11,2024-09-01 15:50:05,vélostation Hôtel de Ville,vélostation Hôtel de Ville,10214.0,6950
2024-09-01 13:53:46,2024-09-01 14:14:59,vélostation Rue Jules Ferry - Gare Saint-Roch,vélostation Plan Cabanes,2405.0,1269
2024-09-01 13:51:56,2024-09-01 15:50:02,vélostation Hôtel de Ville,vélostation Hôtel de Ville,10132.0,7081
2024-09-01 13:45:30,2024-09-01 13:59:19,vélostation Vert Bois,vélostation Père Soulas,2558.0,823
2024-09-01 13:42:43,2024-09-01 13:53:00,vélostation Place Albert 1er - St Charles,vélostation Père Soulas,1721.0,607
2024-09-01 13:42:12,2024-09-01 14:42:16,vélostation Antigone centre,vélostation Médiathèque Emile Zola,3693.0,3599
2024-09-01 13:41:48,2024-09-01 13:42:23,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,18.0,30
2024-09-01 13:41:19,2024-09-01 13:41:38,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,0.0,15
2024-09-01 13:41:02,2024-09-01 13:53:21,vélostation Place Albert 1er - St Charles,vélostation Père Soulas,1752.0,734
2024-09-01 13:40:50,2024-09-01 14:11:05,vélostation Parvis Jules Ferry - Gare Saint-Roch,vélostation Deux Ponts - Gare Saint-Roch,4208.0,1811
2024-09-01 13:40:36,2024-09-01 13:40:54,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,0.0,14
2024-09-01 13:40:13,2024-09-01 13:53:42,vélostation Place Albert 1er - St Charles,vélostation Père Soulas,1852.0,804
2024-09-01 13:37:52,2024-09-01 13:57:20,vélostation Sabines,vélostation Renouvier,3271.0,1164
2024-09-01 13:37:08,2024-09-01 13:48:33,vélostation Hôtel de Ville,vélostation Prés d'Arènes,1845.0,681
2024-09-01 13:36:37,2024-09-01 13:48:31,vélostation Hôtel de Ville,vélostation Prés d'Arènes,1882.0,709
2024-09-01 13:35:12,2024-09-01 13:57:28,vélostation Euromédecine,vélostation Louis Blanc,5584.0,1331
2024-09-01 13:23:56,2024-09-01 13:44:14,vélostation Renouvier,vélostation Hôtel de Ville,2883.0,1215
2024-09-01 13:22:27,2024-09-01 14:22:45,vélostation Père Soulas,vélostation Père Soulas,7247.0,3614
2024-09-01 13:21:35,2024-09-01 14:34:01,vélostation Père Soulas,vélostation Place Viala,8433.0,4341
2024-09-01 13:21:23,2024-09-01 13:32:53,vélostation Hôtel de Ville,vélostation Corum,2562.0,685
2024-09-01 13:19:59,2024-09-01 14:34:47,vélostation Père Soulas,vélostation Place Viala,9448.0,4484
2024-09-01 13:19:42,2024-09-01 14:12:34,vélostation Place Viala,vélostation Pont de Lattes - Gare Saint-Roch,3483.0,3168
2024-09-01 13:18:57,2024-09-01 16:38:01,vélostation Hôtel de Ville,vélostation Prés d'Arènes,28214.0,11940
2024-09-01 13:14:44,2024-09-01 13:23:59,vélostation Saint-Guilhem,vélostation Foch,649.0,551
2024-09-01 13:14:01,2024-09-01 13:14:24,vélostation Saint-Guilhem,vélostation Saint-Guilhem,0.0,19
2024-09-01 13:13:00,2024-09-01 18:36:27,vélostation Deux Ponts - Gare Saint-Roch,vélostation Plan Cabanes,30501.0,19404
2024-09-01 13:11:45,2024-09-01 13:20:20,vélostation Plan Cabanes,vélostation Rue Jules Ferry - Gare Saint-Roch,1527.0,510
2024-09-01 13:10:58,2024-09-01 13:24:43,vélostation Vert Bois,vélostation Emile Combes,2817.0,820
2024-09-01 13:06:31,2024-09-01 18:26:31,vélostation Prés d'Arènes,vélostation Hôtel de Ville,0.0,19196
2024-09-01 13:04:55,2024-09-01 16:59:59,vélostation Prés d'Arènes,vélostation Hôtel de Ville,31552.0,14100
2024-09-01 13:04:38,2024-09-01 13:18:00,vélostation Prés d'Arènes,vélostation Hôtel de Ville,1866.0,798
2024-09-01 13:04:29,2024-09-01 13:59:35,vélostation Port Marianne,vélostation Port Marianne,8366.0,3303
2024-09-01 13:03:35,2024-09-01 13:06:09,vélostation Prés d'Arènes,vélostation Prés d'Arènes,4.0,150
2024-09-01 13:02:47,2024-09-01 13:10:25,vélostation Aiguelongue,vélostation Corum,1639.0,455
2024-09-01 13:02:05,2024-09-01 13:12:09,vélostation Plan Cabanes,vélostation Rue Jules Ferry - Gare Saint-Roch,1315.0,599
2024-09-01 12:59:44,2024-09-01 13:40:23,vélostation Louis Blanc,vélostation Louis Blanc,4369.0,2435
2024-09-01 12:56:56,2024-09-01 13:03:05,vélostation Fac de Lettres,vélostation Place Albert 1er - St Charles,1388.0,361
2024-09-01 12:54:59,2024-09-01 13:22:29,vélostation Vert Bois,vélostation Foch,4292.0,1646
2024-09-01 12:53:47,2024-09-01 13:01:48,vélostation Comédie,vélostation Hôtel de Ville,1952.0,476
2024-09-01 12:53:39,2024-09-01 13:42:22,vélostation Louis Blanc,vélostation Comédie,3216.0,2918
2024-09-01 12:52:34,2024-09-01 13:22:08,vélostation Vert Bois,vélostation Foch,4371.0,1769
2024-09-01 12:48:12,2024-09-01 13:09:03,vélostation Gambetta,vélostation Deux Ponts - Gare Saint-Roch,1556.0,1246
2024-09-01 12:47:33,2024-09-01 13:06:46,vélostation Pont de Lattes - Gare Saint-Roch,vélostation Les Aubes,3689.0,1148
2024-09-01 12:47:13,2024-09-01 15:09:31,vélostation Port Marianne,vélostation Port Marianne,21939.0,8536
2024-09-01 12:47:05,2024-09-01 12:50:55,vélostation Rue Jules Ferry - Gare Saint-Roch,vélostation Rondelet,637.0,225
2024-09-01 12:46:55,2024-09-01 18:36:32,vélostation Gambetta,vélostation Plan Cabanes,29841.0,20973
2024-09-01 12:45:34,2024-09-01 12:46:25,vélostation Pont de Lattes - Gare Saint-Roch,vélostation Pont de Lattes - Gare Saint-Roch,2.0,47
2024-09-01 12:41:34,2024-09-01 13:30:59,vélostation Rondelet,vélostation Observatoire,2413.0,2959
2024-09-01 12:40:22,2024-09-01 12:40:44,vélostation Rondelet,vélostation Rondelet,0.0,16
2024-09-01 12:35:45,2024-09-01 12:58:47,vélostation Halles Castellane,vélostation Comédie,2913.0,1377
2024-09-01 12:35:31,2024-09-01 12:58:44,vélostation Halles Castellane,vélostation Comédie,3140.0,1388
2024-09-01 12:33:21,2024-09-01 13:31:10,vélostation Nouveau Saint-Roch,vélostation Observatoire,12192.0,3464
2024-09-01 12:32:20,2024-09-03 12:17:34,vélostation Antigone centre,vélostation Hôtel de Ville,15214.0,171911
2024-09-01 12:31:36,2024-09-01 12:41:53,vélostation Aiguelongue,vélostation Corum,1560.0,612
2024-09-01 12:31:01,2024-09-01 12:31:36,vélostation Antigone centre,vélostation Antigone centre,0.0,30
2024-09-01 12:28:16,2024-09-01 13:15:42,vélostation Vert Bois,vélostation Place Albert 1er - St Charles,3387.0,2840
2024-09-01 12:17:49,2024-09-01 12:45:08,vélostation Antigone centre,vélostation Antigone centre,5466.0,1635
2024-09-01 12:16:48,2024-09-01 14:09:49,vélostation Antigone centre,vélostation Comedie Baudin,1907.0,6777
2024-09-01 12:14:35,2024-09-01 12:24:39,vélostation Place Viala,vélostation Parvis Jules Ferry - Gare Saint-Roch,2607.0,601
2024-09-01 12:13:44,2024-09-01 14:13:02,vélostation Tonnelles,vélostation Observatoire,6795.0,7153
2024-09-01 12:10:42,2024-09-01 12:52:07,vélostation Place Albert 1er - St Charles,vélostation Vert Bois,4471.0,2480
2024-09-01 12:08:59,2024-09-01 12:54:17,vélostation Place Albert 1er - St Charles,vélostation Vert Bois,4443.0,2715
2024-09-01 12:07:55,2024-09-01 16:12:20,vélostation Richter,vélostation Richter,22811.0,14661
2024-09-01 12:05:58,2024-09-01 12:06:21,vélostation Celleneuve,vélostation Celleneuve,0.0,18
2024-09-01 12:05:36,2024-09-01 14:28:19,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,7745.0,8559
2024-09-01 12:05:07,2024-09-01 12:05:29,vélostation Celleneuve,vélostation Celleneuve,0.0,18
2024-09-01 12:03:59,2024-09-01 12:29:01,vélostation Aiguelongue,vélostation Port Marianne,4835.0,1497
2024-09-01 12:00:45,2024-09-01 19:05:20,vélostation Emile Combes,vélostation Emile Combes,39874.0,25472
2024-09-01 12:00:02,2024-09-01 19:05:14,vélostation Emile Combes,vélostation Emile Combes,40249.0,25508
2024-09-01 11:59:27,2024-09-01 12:00:16,vélostation Emile Combes,vélostation Emile Combes,0.0,44
2024-09-01 11:56:40,2024-09-01 18:11:18,vélostation Médiathèque Emile Zola,vélostation Médiathèque Emile Zola,33153.0,22474
2024-09-01 11:56:13,2024-09-01 18:31:08,vélostation Nombre d'Or,vélostation Pérols Etang de l'Or,27260.0,23693
2024-09-01 11:52:21,2024-09-01 18:31:03,vélostation Nombre d'Or,vélostation Pérols Etang de l'Or,28455.0,23918
2024-09-01 11:51:39,2024-09-01 16:01:28,vélostation Hôtel de Ville,vélostation Port Marianne,23685.0,14984
2024-09-01 11:51:26,2024-09-01 19:47:19,vélostation Plan Cabanes,vélostation Place Viala,29780.0,28549
2024-09-01 11:50:37,2024-09-01 18:29:26,vélostation Nombre d'Or,vélostation Pérols Etang de l'Or,28310.0,23926
2024-09-01 11:49:25,2024-09-01 11:49:49,vélostation Nombre d'Or,vélostation Nombre d'Or,0.0,18
2024-09-01 11:49:10,2024-09-01 11:51:11,vélostation Hôtel de Ville,vélostation Hôtel de Ville,147.0,116
2024-09-01 11:47:35,2024-09-01 11:48:01,vélostation Nombre d'Or,vélostation Nombre d'Or,0.0,21
2024-09-01 11:47:12,2024-09-01 11:57:54,vélostation Fac de Lettres,vélostation Louis Blanc,1711.0,635
2024-09-01 11:46:49,2024-09-01 11:47:09,vélostation Nombre d'Or,vélostation Nombre d'Or,0.0,15
2024-09-01 11:46:36,2024-09-01 13:22:05,vélostation Marie Caizergues,vélostation Marie Caizergues,6172.0,5726
2024-09-01 11:46:09,2024-09-01 18:31:07,vélostation Rue Jules Ferry - Gare Saint-Roch,vélostation Pérols Etang de l'Or,28355.0,24295
2024-09-01 11:45:16,2024-09-01 11:46:28,vélostation Fac de Lettres,vélostation Fac de Lettres,6.0,68
2024-09-01 11:45:13,2024-09-01 18:31:35,vélostation Rue Jules Ferry - Gare Saint-Roch,vélostation Pérols Etang de l'Or,28594.0,24378
2024-09-01 11:45:09,2024-09-01 11:48:38,vélostation Port Marianne,vélostation Hôtel de Ville,449.0,206
2024-09-01 11:44:31,2024-09-01 11:44:50,vélostation Port Marianne,vélostation Port Marianne,0.0,14
